age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex_selfID,capital-gain,capital-loss,hours-per-week,native-country,income
42,Private,176286,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,40,United-States,>50K
25,Federal-gov,55636,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Inuit,Non-Female,0,0,40,United-States,<=50K
45,Private,289230,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,48,United-States,>50K
18,Private,208103,11th,7,Never-married,Other-service,Other-relative,White,Non-Female,0,0,25,United-States,<=50K
20,Private,400443,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
21,Private,184756,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
30,Private,156464,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Non-Female,0,0,45,United-States,>50K
21,Private,118712,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Non-Female,0,0,35,United-States,<=50K
27,Local-gov,85918,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Non-Female,0,0,68,United-States,<=50K
43,Private,173316,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Non-Female,0,0,40,United-States,<=50K
40,Private,404573,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,44,United-States,<=50K
37,Private,164526,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,0,0,40,United-States,<=50K
47,Private,175990,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,>50K
27,Local-gov,138917,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Non-Female,0,0,35,United-States,<=50K
22,Self-emp-not-inc,108506,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,Amer-Indian-Inuit,Non-Female,0,0,75,United-States,<=50K
41,Self-emp-inc,73431,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
19,N/A,141418,Some-college,10,Never-married,N/A,Own-child,White,Non-Female,0,0,15,United-States,<=50K
39,Self-emp-not-inc,218490,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,0,2415,50,N/A,>50K
36,Private,149833,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
24,Private,267945,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
53,Private,171924,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Non-Female,14344,0,55,United-States,>50K
58,Private,34788,Some-college,10,Married-civ-spouse,Sales,Husband,White,Non-Female,0,1887,40,United-States,>50K
38,Private,180342,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Non-Female,0,0,40,United-States,<=50K
25,Private,266820,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Non-Female,0,0,35,Mexico,<=50K
47,Private,363418,Some-college,10,Never-married,Sales,Not-in-family,White,Non-Female,0,0,70,United-States,>50K
45,Private,103538,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Non-Female,0,0,40,United-States,>50K
37,Private,291981,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Non-Female,0,0,40,United-States,<=50K
33,Private,37232,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Non-Female,0,0,80,United-States,<=50K
22,Private,205940,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,N/A,158603,10th,6,Never-married,N/A,Own-child,Black,Non-Female,0,0,25,United-States,<=50K
20,Private,107242,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Non-Female,0,0,40,N/A,<=50K
42,Private,156580,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,37,United-States,>50K
63,Private,37792,10th,6,Widowed,Other-service,Not-in-family,White,Female,0,0,31,United-States,<=50K
61,Private,176839,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Non-Female,0,0,40,United-States,<=50K
30,N/A,288419,5th-6th,3,Married-civ-spouse,N/A,Husband,White,Non-Female,0,0,40,Mexico,<=50K
23,Private,162551,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K
23,Private,380544,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Non-Female,0,0,40,United-States,>50K
31,Private,167319,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,40,United-States,<=50K
33,Self-emp-not-inc,103860,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,50,United-States,<=50K
19,Private,418176,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Non-Female,0,0,32,United-States,<=50K
22,State-gov,151991,Some-college,10,Never-married,Tech-support,Own-child,White,Non-Female,0,0,20,United-States,<=50K
56,Local-gov,52953,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,1669,38,United-States,<=50K
44,Private,75012,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Non-Female,0,0,80,United-States,<=50K
25,Private,131976,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Non-Female,0,0,55,United-States,<=50K
33,Self-emp-not-inc,112952,Some-college,10,Never-married,Craft-repair,Own-child,White,Non-Female,0,0,48,United-States,<=50K
23,Private,115458,HS-grad,9,Never-married,Transport-moving,Own-child,White,Non-Female,0,0,40,United-States,<=50K
34,Private,90614,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Non-Female,0,2042,10,United-States,<=50K
35,Private,44780,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,20,United-States,>50K
22,Private,325033,12th,8,Never-married,Protective-serv,Own-child,Black,Non-Female,0,0,35,United-States,<=50K
24,Private,306779,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Non-Female,0,0,35,United-States,<=50K
53,Private,191025,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,<=50K
53,Private,209906,1st-4th,2,Married-civ-spouse,Other-service,Husband,Black,Non-Female,0,0,35,Puerto-Rico,<=50K
27,Private,210313,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Non-Female,0,0,50,Guatemala,<=50K
20,Private,230113,Some-college,10,Never-married,Other-service,Own-child,White,Non-Female,0,0,50,United-States,<=50K
18,Private,120691,Some-college,10,Never-married,Other-service,Own-child,Black,Non-Female,0,0,35,N/A,<=50K
50,Private,205100,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,N/A,<=50K
60,Local-gov,98350,Some-college,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Non-Female,0,0,60,Philippines,<=50K
40,Private,145504,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Black,Non-Female,0,0,40,United-States,<=50K
42,Private,137907,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
60,Private,142494,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,15024,0,40,United-States,>50K
59,Self-emp-inc,122390,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,1977,48,United-States,>50K
44,Local-gov,254146,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,0,0,40,United-States,>50K
48,Private,189462,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Non-Female,2176,0,40,United-States,<=50K
56,Private,76281,Bachelors,13,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Private,323545,HS-grad,9,Never-married,Tech-support,Not-in-family,Black,Female,0,0,40,United-States,<=50K
42,Federal-gov,132125,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,52,United-States,>50K
38,Private,31033,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Non-Female,7298,0,40,United-States,>50K
38,Private,129591,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,40,United-States,<=50K
37,Private,167482,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Non-Female,0,0,40,United-States,<=50K
31,Private,259425,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,40,United-States,>50K
43,Self-emp-not-inc,271665,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Non-Female,0,0,45,United-States,<=50K
31,Private,240283,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
54,Self-emp-not-inc,124865,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
40,Federal-gov,199303,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,0,0,40,United-States,>50K
20,Private,181761,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
36,Private,410489,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Non-Female,0,0,45,United-States,<=50K
22,Private,187052,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
38,Local-gov,289430,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Non-Female,0,0,56,United-States,<=50K
38,Private,33975,HS-grad,9,Married-civ-spouse,Exec-managerial,Other-relative,White,Non-Female,0,0,40,United-States,>50K
23,State-gov,283499,HS-grad,9,Never-married,Protective-serv,Own-child,White,Non-Female,0,0,40,United-States,<=50K
46,Private,99385,Bachelors,13,Separated,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
27,Private,363053,9th,5,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,24,Mexico,<=50K
25,Local-gov,176162,Assoc-voc,11,Never-married,Protective-serv,Own-child,White,Non-Female,0,0,30,United-States,<=50K
36,State-gov,98037,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Non-Female,0,0,40,United-States,<=50K
23,Private,194247,Some-college,10,Never-married,Sales,Not-in-family,White,Non-Female,0,0,40,United-States,<=50K
65,Private,192133,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,2290,0,40,Greece,<=50K
31,Private,279680,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Non-Female,0,0,45,United-States,<=50K
24,Private,190457,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
22,Private,193090,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,37,United-States,<=50K
39,Federal-gov,175232,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Non-Female,0,1977,60,United-States,>50K
40,Private,55191,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
31,Private,118966,HS-grad,9,Never-married,Craft-repair,Own-child,White,Non-Female,0,0,18,United-States,<=50K
37,Private,203828,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Non-Female,0,0,65,United-States,<=50K
23,Private,194096,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
46,Private,241844,9th,5,Married-civ-spouse,Other-service,Husband,White,Non-Female,0,0,40,United-States,<=50K
62,Private,205643,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,45,United-States,>50K
50,Private,69345,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Non-Female,3103,0,55,United-States,>50K
38,Self-emp-not-inc,120985,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,4386,0,35,United-States,<=50K
49,Private,98010,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
38,Private,136137,Some-college,10,Married-civ-spouse,Exec-managerial,Other-relative,White,Non-Female,0,0,50,United-States,>50K
24,Federal-gov,42251,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
45,State-gov,208049,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Private,203488,HS-grad,9,Never-married,Craft-repair,Own-child,White,Non-Female,0,0,50,United-States,<=50K
52,Private,198863,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Non-Female,0,2559,60,United-States,>50K
36,Private,33983,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Non-Female,0,0,42,United-States,>50K
44,Private,373050,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Non-Female,0,0,40,United-States,<=50K
23,Private,51985,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Non-Female,0,0,38,United-States,<=50K
42,Private,180032,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,196344,1st-4th,2,Married-civ-spouse,Sales,Husband,White,Non-Female,0,0,50,Mexico,<=50K
30,Private,227886,HS-grad,9,Never-married,Exec-managerial,Own-child,Black,Female,0,0,35,Jamaica,<=50K
39,Private,401832,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,48,United-States,<=50K
60,N/A,153072,HS-grad,9,Married-civ-spouse,N/A,Husband,White,Non-Female,0,0,5,United-States,<=50K
42,Self-emp-not-inc,27242,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Non-Female,0,0,60,United-States,<=50K
28,Private,169069,HS-grad,9,Never-married,Craft-repair,Own-child,White,Non-Female,0,0,40,United-States,<=50K
43,Private,206878,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,60,United-States,<=50K
47,Local-gov,56482,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Non-Female,7688,0,50,United-States,>50K
40,Private,150471,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,175935,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Non-Female,0,0,40,United-States,<=50K
72,Private,225780,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Non-Female,0,0,30,United-States,<=50K
50,Private,175804,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Non-Female,0,0,40,United-States,>50K
37,Private,199753,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,35,United-States,>50K
46,Local-gov,303918,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Non-Female,7688,0,96,United-States,>50K
22,Private,61850,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,State-gov,94529,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,United-States,<=50K
50,Private,158680,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,50,United-States,>50K
45,Private,195554,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Non-Female,0,0,45,United-States,>50K
62,Private,173601,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Non-Female,0,0,40,United-States,<=50K
17,Private,147069,10th,6,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,<=50K
42,Self-emp-not-inc,89942,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,40,United-States,<=50K
52,State-gov,189728,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
47,Private,276087,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Non-Female,0,0,26,United-States,<=50K
43,Private,40024,11th,7,Never-married,Transport-moving,Not-in-family,White,Non-Female,0,0,42,United-States,<=50K
46,Private,108699,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
60,Self-emp-not-inc,95490,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Non-Female,0,0,45,United-States,<=50K
51,Self-emp-not-inc,25932,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Non-Female,0,0,60,United-States,<=50K
29,Private,535978,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,45,United-States,<=50K
33,Private,184833,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
31,Private,19302,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Non-Female,2202,0,38,United-States,<=50K
47,Private,185399,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,38,United-States,<=50K
47,Private,67716,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Non-Female,0,0,40,United-States,>50K
42,Private,139126,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Non-Female,0,0,40,United-States,<=50K
41,Private,67339,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Non-Female,7688,0,40,United-States,>50K
46,Private,207301,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,<=50K
48,State-gov,120131,HS-grad,9,Divorced,Craft-repair,Own-child,White,Non-Female,8614,0,40,United-States,>50K
60,Private,178792,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
56,Private,117148,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,238912,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,0,0,60,United-States,>50K
20,N/A,124242,Some-college,10,Never-married,N/A,Own-child,White,Female,0,0,40,United-States,<=50K
20,Private,344278,11th,7,Separated,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
20,Private,147884,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
25,Private,288185,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Non-Female,0,0,40,Mexico,<=50K
19,Private,292511,Some-college,10,Never-married,Other-service,Own-child,White,Non-Female,0,0,25,United-States,<=50K
34,Private,203488,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Non-Female,15024,0,40,United-States,>50K
29,Private,167716,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,99,United-States,<=50K
47,Private,156926,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,45,Canada,>50K
25,Local-gov,276249,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
49,Private,31264,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
61,Private,213321,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,1672,40,United-States,<=50K
26,Private,149943,HS-grad,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Non-Female,0,0,60,N/A,<=50K
29,Private,189565,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Non-Female,2174,0,50,United-States,<=50K
38,Self-emp-not-inc,192939,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,50,United-States,<=50K
33,Private,159303,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
34,Federal-gov,223267,Some-college,10,Divorced,Protective-serv,Own-child,White,Non-Female,0,0,72,United-States,<=50K
37,Private,161141,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,40,Portugal,>50K
20,N/A,214635,Some-college,10,Never-married,N/A,Own-child,White,Non-Female,0,0,24,United-States,<=50K
